GeneID	Genename	Genebiotype	Chr	Start	End	Strand	GTEX-15ER7-3126-SM-7KUGH	GTEX-YFC4-3126-SM-5PNV6	GTEX-15SHU-3126-SM-6M46H	GTEX-1HBPH-3126-SM-9WYUV	GTEX-RNOR-2326-SM-2TF4I	GTEX-13SLX-3126-SM-5S2Q5	GTEX-RU72-3026-SM-CYPRV	GTEX-14A5I-2926-SM-5Q5CQ	GTEX-11GSP-3226-SM-5986O	GTEX-12WSD-3126-SM-5HL7P	GTEX-13O3O-3126-SM-5KM3H	GTEX-14DAQ-3126-SM-62LDS	GTEX-1EWIQ-3126-SM-7MXTI	GTEX-P44G-2426-SM-2I5ER	GTEX-11ZUS-2926-SM-5FQSL	GTEX-1HT8W-3026-SM-CGQEO	GTEX-WZTO-2926-SM-3NM9I	GTEX-13NYB-3026-SM-5IJD7	GTEX-14JG1-3026-SM-5YYAA	GTEX-17MF6-2926-SM-7LTAW	GTEX-1EN7A-3026-SM-7PBYT	GTEX-1KD4Q-2926-SM-D3L9N	GTEX-15RJE-3026-SM-7KUM1	GTEX-13OW6-3026-SM-5J2MI	GTEX-13PVQ-3026-SM-5SI93	GTEX-14BIL-3026-SM-7EWD4	GTEX-17HII-3026-SM-7EWFM	GTEX-18465-3026-SM-7LG6Y	GTEX-1B8SG-1726-SM-73KXK	GTEX-1C6VQ-3026-SM-7IGPU	GTEX-1GZ4I-3026-SM-9KNTX	GTEX-1JMLX-2926-SM-CL54C	GTEX-T6MN-2626-SM-32PMQ	GTEX-1HCVE-3026-SM-CL54G	GTEX-11DXY-3226-SM-5GIDE	GTEX-12ZZZ-3026-SM-5BC67	GTEX-1399T-3026-SM-5KLZC	GTEX-18A6Q-2926-SM-718AR	GTEX-1AX9I-3026-SM-73KUH	GTEX-1B8L1-3026-SM-7EPHK	GTEX-1EKGG-2926-SM-7EPIH	GTEX-1GF9V-2926-SM-7PBXO	GTEX-1GN2E-3026-SM-9WG6I	GTEX-1GN73-3126-SM-9KNTY	GTEX-1IKJJ-2926-SM-A9G2N	GTEX-1IKK5-2926-SM-ARU7Q	GTEX-1JJEA-2826-SM-ARU8R	GTEX-1NV8Z-3126-SM-E76R3	GTEX-1RQEC-2926-SM-EVR5A	GTEX-1I1HK-2826-SM-CKZPL	GTEX-1JJ6O-3126-SM-CNNP8
ENSG00000128311.13	TST	protein_coding	chr22	37010859	37020183	-	15	12	17	13	10	12	26	13	23	20	17	19	19	8	8	9	16	16	14	22	15	12	16	19	19	17	18	18	6	OO-58	17	19	10	15	16	17	15	22	11	11	21	13	13	12	11	13	15	17	12	16	14
ENSG00000128591.15	FLNC	protein_coding	chr7	128830377	128859274	+	2	5	4	2	3	2	1	2	2	3	1	5	2	3	3	2	11	7	3	2	1	2	OO-12	4	10	3	1	3	1	1	4	3	3	3	3	2	3	2	2	2	6	2	2	5	2	4	3	4	1	3	2
ENSG00000129009.12	ISLR	protein_coding	chr15	74173671	74176872	+	4	24	35	4	7	31	5	4	5	5	12	47	6	4	15	7	34	14	8	4	4	11	8	13	6	5	9	6	1	3	6	8	15	14	32	14	9	9	17	7	OO-73	8	5	18	4	13	8	12	4	12	5
ENSG00000129226.13	CD68	protein_coding	chr17	7579467	7581963	+	3	4	7	3	6	3	4	4	5	4	3	11	4	12	5	4	6	3	5	2	3	3	OO-23	5	9	4	3	5	2	3	6	3	3	7	12	4	5	3	5	5	7	3	2	7	2	9	4	4	2	3	9
ENSG00000129467.13	ADCY4	protein_coding	chr14	24318349	24335071	-	5	6	5	3	4	4	4	4	5	8	3	5	5	4	4	4	5	5	4	5	4	4	OO-19	4	7	7	5	3	3	7	4	7	5	5	4	5	8	6	5	5	6	5	5	4	3	7	7	4	3	5	7
ENSG00000129667.12	RHBDF2	protein_coding	chr17	76470896	76501790	-	2	2	3	3	2	2	2	2	3	2	3	4	1	6	2	1	2	2	2	4	1	2	OO-18	3	4	2	3	1	1	1	3	3	2	5	3	1	4	1	4	3	3	2	2	5	2	7	2	1	1	1	5
ENSG00000130037.4	KCNA5	protein_coding	chr12	5043989	5046788	+	3	2	4	4	3	2	3	4	2	1	2	4	2	4	3	4	OO-14	2	3	1	2	3	5	3	2	4	3	3	1	1	6	2	3	4	4	3	3	2	4	4	4	3	1	4	2	5	3	2	2	1	3
ENSG00000130164.13	LDLR	protein_coding	chr19	11089362	11133816	+	4	7	6	12	5	8	5	3	17	6	8	6	4	OO-25	5	6	8	8	5	1	3	7	24	9	18	6	7	3	3	4	5	5	7	7	6	4	6	6	4	7	10	9	10	OO-36	3	12	6	7	2	5	15
ENSG00000130429.12	ARPC1B	protein_coding	chr7	99374249	99394801	+	7	7	9	6	5	6	7	6	7	8	6	11	7	11	7	5	13	6	7	9	6	7	OO-32	8	10	7	7	6	2	6	7	6	7	10	9	8	12	8	7	9	11	7	6	6	4	11	7	6	3	5	11
ENSG00000130528.11	HRC	protein_coding	chr19	49151198	49155424	-	3	2	2	2	1	1	1	2	3	3	2	2	2	3	2	2	OO-9	1	2	2	2	1	3	1	1	2	3	2	1	2	2	2	1	2	2	2	3	2	1	2	3	2	2	1	1	2	2	2	1	2	1
ENSG00000130755.12	GMFG	protein_coding	chr19	39328353	39342372	-	5	5	4	3	4	4	4	4	4	4	5	5	4	5	4	4	4	5	5	5	5	4	OO-14	6	5	4	5	5	2	4	5	3	4	6	5	4	6	4	4	6	6	3	3	5	3	5	4	5	5	5	6
ENSG00000130844.16	ZNF331	protein_coding	chr19	53520981	53580269	+	6	10	8	8	9	12	7	6	20	5	8	8	6	10	8	9	OO-37	8	7	3	3	9	5	9	7	6	6	9	3	4	11	9	9	10	10	10	7	9	7	6	11	9	5	OO-28	4	12	7	11	5	6	9
ENSG00000131724.10	IL13RA1	protein_coding	chrX	118727572	118794539	+	6	5	6	6	4	2	4	5	6	6	5	9	5	7	3	4	9	3	4	6	5	4	OO-31	5	6	8	6	4	3	7	7	7	4	10	7	7	8	4	6	6	7	4	5	5	2	8	5	4	2	3	11
ENSG00000131873.5	CHSY1	protein_coding	chr15	101175723	101251932	-	5	4	4	8	5	4	4	5	6	4	5	6	4	11	3	4	7	4	4	5	5	5	OO-19	5	9	6	8	4	3	7	8	5	3	7	5	6	4	4	3	4	6	7	5	10	2	8	5	4	3	3	8
ENSG00000132002.7	DNAJB1	protein_coding	chr19	14514770	14529770	-	43	76	45	51	59	OO-241	88	54	OO-425	36	47	51	49	85	40	52	75	64	47	30	22	63	45	71	OO-418	42	156	78	52	46	70	50	60	55	48	68	54	72	46	52	64	46	44	OO-551	39	OO-287	42	59	35	38	90
ENSG00000132031.12	MATN3	protein_coding	chr2	19992111	20012694	-	3	2	3	2	1	1	1	2	2	2	2	3	2	7	1	2	2	1	1	7	2	2	OO-9	2	2	2	4	0	1	3	3	2	1	4	1	3	2	1	2	3	1	2	2	2	1	2	2	1	0	1	3
ENSG00000132274.15	TRIM22	protein_coding	chr11	5689689	5736516	+	3	6	5	3	4	5	3	2	4	4	4	5	3	16	4	4	8	6	4	6	3	4	OO-18	8	8	4	4	3	2	3	6	3	5	7	5	5	5	3	6	4	7	5	4	7	2	8	6	3	5	4	5
ENSG00000132465.10	JCHAIN	protein_coding	chr4	70655541	70681817	-	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	OO-7	0	OO-5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	OO-6	0	0	0	0	0
ENSG00000132481.6	TRIM47	protein_coding	chr17	75874161	75876371	-	20	49	20	26	25	22	29	25	40	36	33	33	33	50	17	17	33	30	28	15	18	23	64	35	44	27	28	29	9	31	32	28	20	25	37	32	28	30	17	25	37	27	31	37	23	20	36	33	28	28	OO-80
ENSG00000132510.10	KDM6B	protein_coding	chr17	7839904	7854796	+	7	9	8	9	8	17	8	7	OO-23	9	10	9	7	11	7	7	11	7	8	3	4	9	9	12	OO-23	7	8	9	5	5	11	9	9	9	9	9	9	9	7	8	11	9	8	OO-22	4	13	7	9	3	6	8
ENSG00000132688.10	NES	protein_coding	chr1	156668763	156677397	-	13	8	10	14	7	12	17	11	21	24	6	16	13	12	8	8	13	11	9	9	8	7	23	12	OO-83	17	13	10	6	12	13	15	10	13	12	12	16	13	10	13	16	13	13	13	6	18	13	12	5	11	13
ENSG00000132702.12	HAPLN2	protein_coding	chr1	156619294	156625725	+	10	69	36	20	30	41	27	39	31	63	49	27	22	10	40	23	21	121	36	38	18	50	16	85	OO-176	45	18	14	4	25	26	49	58	46	35	32	32	35	50	23	33	45	41	87	27	62	18	28	13	67	39
ENSG00000133048.12	CHI3L1	protein_coding	chr1	203178931	203186749	-	16	39	33	24	19	27	46	26	63	31	81	28	35	45	20	15	29	31	21	22	19	18	30	33	81	17	38	21	7	92	32	29	26	38	49	22	39	28	19	13	22	14	28	66	20	41	24	26	28	25	OO-363
ENSG00000133055.8	MYBPH	protein_coding	chr1	203167811	203175813	-	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	OO-6
ENSG00000133246.11	PRAM1	protein_coding	chr19	8490056	8503112	-	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	3	1	2	1	1	OO-6	2	1	1	1	1	0	1	1	1	2	4	2	1	3	1	2	1	2	2	1	1	1	2	1	1	0	2	2
ENSG00000133392.17	MYH11	protein_coding	chr16	15703172	15857033	-	21	7	33	5	4	3	3	3	10	5	3	17	6	32	6	4	OO-401	6	5	3	13	6	OO-469	8	4	5	3	3	4	1	6	21	3	6	13	15	37	4	6	8	47	36	1	4	6	23	OO-77	7	2	1	1
ENSG00000133574.9	GIMAP4	protein_coding	chr7	150567277	150573955	+	9	7	5	4	5	3	7	3	3	5	4	7	6	6	6	5	7	5	6	8	5	3	OO-25	5	7	4	4	3	2	5	5	4	5	7	8	8	8	5	5	6	7	4	3	3	2	4	6	5	3	3	6
ENSG00000133639.4	BTG1	protein_coding	chr12	92140278	92145572	-	12	9	13	13	12	11	14	15	12	10	10	15	11	21	7	13	22	10	8	8	9	13	OO-35	13	11	13	12	13	8	10	16	12	10	16	10	15	11	11	10	10	11	11	8	12	7	19	11	13	7	9	17
ENSG00000133818.13	RRAS2	protein_coding	chr11	14277926	14364506	-	4	4	3	4	4	4	4	4	3	3	3	4	4	4	3	4	OO-7	3	3	2	3	4	5	4	3	4	3	4	2	4	6	4	3	3	4	4	4	4	3	3	4	4	3	4	2	4	3	4	3	4	3
ENSG00000134020.7	PEBP4	protein_coding	chr8	22713251	22941336	-	5	8	7	5	4	7	3	6	9	5	5	6	3	4	5	4	9	7	5	6	6	5	9	9	6	6	7	7	2	OO-15	6	6	7	6	8	6	5	9	6	4	6	6	7	4	3	7	6	6	6	5	9
ENSG00000134198.9	TSPAN2	protein_coding	chr1	115048011	115089500	-	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	OO-7	0	1	0	1	1	5	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0
ENSG00000134531.9	EMP1	protein_coding	chr12	13196716	13219939	+	2	2	4	3	1	5	4	4	14	3	2	6	2	22	1	6	14	2	1	2	2	2	17	2	23	5	5	1	5	2	3	2	2	4	6	5	4	2	1	1	7	12	3	OO-27	1	11	3	2	1	4	16
ENSG00000135077.8	HAVCR2	protein_coding	chr5	157085832	157109714	-	1	2	1	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	OO-11	2	4	1	1	1	1	1	2	1	2	4	3	1	3	1	2	2	3	1	2	4	1	3	2	2	1	2	3
ENSG00000135094.10	SDS	protein_coding	chr12	113392445	113426301	-	10	8	6	10	8	5	15	9	22	15	9	8	14	24	5	5	8	7	9	10	13	8	4	6	OO-31	15	14	9	5	10	11	10	5	11	6	10	11	12	5	6	10	9	7	OO-56	9	10	10	7	8	11	17
ENSG00000135547.8	HEY2	protein_coding	chr6	125747664	125761269	+	5	4	5	3	3	4	3	3	9	6	4	4	4	3	2	2	OO-31	4	5	4	4	4	10	4	8	4	4	3	2	3	4	4	4	4	5	7	6	5	3	3	9	6	5	4	4	7	7	4	4	6	3
ENSG00000135723.13	FHOD1	protein_coding	chr16	67229389	67247658	-	6	7	7	7	6	7	5	4	6	7	7	6	5	6	5	6	8	7	6	3	4	6	9	6	10	6	5	6	3	4	8	6	8	6	7	7	7	7	5	7	9	5	6	OO-19	4	12	5	8	5	6	6
ENSG00000135899.17	SP110	protein_coding	chr2	230168918	230225729	-	2	3	2	2	2	1	1	2	2	3	1	2	2	3	2	1	2	2	2	2	2	1	OO-6	1	5	3	2	2	1	4	2	2	2	2	2	2	3	3	2	2	2	2	2	2	1	2	2	2	2	2	4
ENSG00000135917.13	SLC19A3	protein_coding	chr2	227685210	227718012	-	1	3	1	1	2	2	3	1	1	2	1	2	2	2	2	2	2	1	2	3	2	1	OO-6	2	1	1	2	1	1	2	1	1	2	1	1	3	2	2	1	2	2	1	1	1	1	1	2	3	2	2	2
ENSG00000135926.14	TMBIM1	protein_coding	chr2	218274192	218292586	-	29	42	34	27	22	20	63	65	51	44	35	40	29	54	14	16	34	38	26	45	37	26	75	37	49	51	41	26	17	76	38	38	25	35	38	34	39	34	19	19	42	35	35	40	25	36	31	34	31	36	OO-141
ENSG00000136167.13	LCP1	protein_coding	chr13	46125920	46211871	-	2	1	2	1	1	1	1	1	1	1	1	3	1	5	1	1	2	1	1	2	6	1	OO-8	1	3	1	2	1	1	1	1	1	1	3	2	1	2	1	1	1	2	1	0	2	1	3	1	1	1	1	2
ENSG00000136286.14	MYO1G	protein_coding	chr7	44962662	44979098	-	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	OO-9	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2
ENSG00000136826.14	KLF4	protein_coding	chr9	107484852	107490482	-	15	5	9	13	3	21	10	4	37	35	3	30	16	19	3	6	35	4	10	12	4	8	15	14	12	9	7	2	7	6	9	6	19	13	7	28	7	18	7	6	OO-62	14	7	9	6	15	17	15	8	9	4
ENSG00000136830.11	FAM129B	protein_coding	chr9	127505339	127578989	-	21	14	17	15	14	11	18	15	18	17	12	23	17	22	12	17	24	15	14	14	14	13	OO-44	14	31	21	18	18	7	16	24	17	14	14	17	19	18	17	13	15	26	14	14	12	10	17	16	16	15	13	24
ENSG00000136867.10	SLC31A2	protein_coding	chr9	113150942	113158096	+	0	4	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	6	1	2	0	2	1	2	OO-8	1	1	1	0	1	2	2	3	2	1	1	2	1	2	1	2	2	2	4	1	2	0	1	0	3	1
ENSG00000136999.4	NOV	protein_coding	chr8	119416306	119424353	+	10	15	28	8	11	14	6	6	4	5	9	OO-87	8	13	13	19	OO-96	7	12	2	6	16	6	14	4	6	9	11	3	2	18	7	14	16	33	17	9	10	12	12	OO-105	8	4	12	2	15	11	13	7	7	6
ENSG00000137193.13	PIM1	protein_coding	chr6	37170203	37175426	+	4	9	6	8	5	7	6	6	8	4	10	7	3	17	5	6	11	6	6	5	3	7	OO-37	7	14	5	7	6	3	3	6	6	7	8	7	5	7	7	5	5	8	5	6	OO-27	3	13	5	8	4	5	18
ENSG00000137392.9	CLPS	protein_coding	chr6	35794982	35797344	-	0	0	1	0	0	8	0	6	0	2	2	0	4	0	0	2	4	1	0	4	0	0	0	1	2	2	4	0	11	3	0	0	0	0	6	OO-13	0	OO-395	1	0	1	0	2	0	0	0	0	0	0	1	4
ENSG00000137393.9	RNF144B	protein_coding	chr6	18387350	18468874	+	6	3	3	4	4	1	3	2	3	4	2	4	3	3	2	3	5	2	3	4	3	2	OO-12	3	3	4	3	2	1	4	3	3	2	6	3	5	5	4	4	3	4	3	2	3	2	5	4	3	2	3	3
ENSG00000137404.14	NRM	protein_coding	chr6	30688047	30691420	-	3	2	2	2	3	2	2	2	3	3	2	4	3	1	2	2	3	3	2	3	2	2	OO-8	3	3	3	2	2	1	3	2	3	2	3	2	2	3	3	1	2	3	3	2	2	2	2	3	2	2	2	3
ENSG00000137462.6	TLR2	protein_coding	chr4	153701500	153705699	+	1	2	2	1	1	1	1	2	2	1	3	2	1	4	1	0	1	1	1	3	1	1	OO-21	1	4	1	1	1	2	1	1	1	1	6	1	1	2	1	2	1	1	1	1	4	1	6	1	1	1	1	4
ENSG00000137496.17	IL18BP	protein_coding	chr11	71998541	72005715	+	2	6	5	4	4	4	3	3	4	4	4	4	3	7	4	3	5	4	3	3	2	3	6	4	6	4	4	3	1	3	5	4	4	4	4	4	5	4	3	3	6	4	4	6	3	5	4	5	2	3	OO-10
ENSG00000137507.11	LRRC32	protein_coding	chr11	76657524	76670747	-	8	8	7	11	6	12	7	5	30	16	6	10	9	27	4	4	11	9	5	8	5	7	OO-47	8	35	12	21	5	6	14	6	11	14	9	7	11	12	8	6	7	16	10	8	10	3	10	9	7	4	9	24
ENSG00000137558.7	PI15	protein_coding	chr8	74824537	74855029	+	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	OO-15	1	0	0	0	0	0	0	1	1	1	2	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1
ENSG00000137573.13	SULF1	protein_coding	chr8	69466624	69660915	+	2	4	5	1	1	2	1	1	1	1	1	OO-8	0	1	2	1	OO-10	2	2	0	1	1	4	2	2	0	1	1	0	0	1	1	2	2	3	4	1	2	1	1	OO-15	1	1	2	1	1	1	1	1	2	1
ENSG00000137767.13	SQRDL	protein_coding	chr15	45631148	45691294	+	2	2	2	2	2	2	2	3	3	4	2	4	2	6	1	2	5	3	2	4	2	2	OO-10	2	5	3	2	2	1	4	2	3	2	3	3	3	3	2	2	3	4	2	2	2	1	3	2	2	2	2	4
ENSG00000137834.14	SMAD6	protein_coding	chr15	66702228	66782848	+	3	2	3	2	1	2	2	2	3	5	1	3	3	1	1	2	4	1	1	1	1	2	OO-12	2	1	4	2	1	1	3	2	3	2	4	2	2	5	2	2	2	4	2	2	1	1	4	2	1	1	1	3
ENSG00000137841.11	PLCB2	protein_coding	chr15	40284256	40307922	-	3	6	5	5	6	4	4	4	4	4	4	8	4	4	7	4	6	4	7	4	2	5	OO-20	6	3	2	4	5	1	2	6	4	5	6	8	4	7	4	6	6	6	3	2	6	3	8	3	5	4	3	7
ENSG00000137962.12	ARHGAP29	protein_coding	chr1	94149847	94275068	-	4	3	3	5	4	4	3	2	5	4	3	4	3	3	2	3	5	3	2	3	3	3	OO-11	3	5	3	3	2	4	2	4	4	3	5	3	6	3	4	3	2	4	4	3	4	2	4	3	3	2	3	5
ENSG00000138061.11	CYP1B1	protein_coding	chr2	38067507	38109902	-	5	3	4	3	4	2	3	3	1	2	2	15	4	8	3	4	11	2	2	0	2	2	OO-19	2	2	2	1	3	1	2	5	3	2	3	6	11	3	3	3	3	11	4	1	2	1	6	5	2	1	1	2
ENSG00000138080.13	EMILIN1	protein_coding	chr2	27078567	27086408	+	4	5	6	4	2	3	4	3	7	5	4	8	4	3	3	3	14	3	4	4	4	4	OO-24	6	6	4	6	4	2	6	6	5	3	4	5	5	6	5	3	3	10	5	4	3	3	6	5	4	3	5	7
ENSG00000138083.4	SIX3	protein_coding	chr2	44941898	44946077	+	2	1	1	1	0	0	2	2	1	1	1	1	1	1	0	0	1	1	1	1	1	0	OO-7	2	1	0	1	2	0	1	0	1	1	0	2	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1
ENSG00000138119.16	MYOF	protein_coding	chr10	93306429	93482317	-	2	2	3	1	1	1	1	2	2	2	1	4	2	3	1	1	6	2	1	2	2	1	OO-13	1	3	2	1	1	1	2	2	2	1	2	3	2	4	2	2	2	4	3	1	1	1	4	3	1	1	2	2
ENSG00000138135.6	CH25H	protein_coding	chr10	89205629	89207314	-	0	1	1	2	2	6	1	1	7	1	1	3	4	8	2	1	4	1	3	1	0	2	OO-19	3	6	1	2	1	2	1	2	1	5	3	2	2	3	1	2	2	9	2	1	6	1	3	1	4	1	1	8
ENSG00000138193.15	PLCE1	protein_coding	chr10	94030812	94332823	+	3	3	2	2	2	2	2	3	2	3	2	3	2	3	2	2	6	2	2	1	2	2	OO-8	3	2	3	3	2	1	2	4	3	2	3	2	3	3	3	2	3	4	3	2	2	2	3	2	3	2	2	4
ENSG00000138316.10	ADAMTS14	protein_coding	chr10	70672803	70762441	+	1	5	1	1	1	3	0	1	2	3	1	2	1	1	2	0	1	4	1	2	1	1	1	2	OO-18	3	0	1	0	1	1	1	4	2	2	2	2	3	1	2	4	2	3	7	2	2	1	4	1	5	1
ENSG00000138356.13	AOX1	protein_coding	chr2	200585868	200677064	+	1	0	3	0	0	0	0	0	1	0	0	2	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	OO-5	0	0	0	0	0	0	0	0	0	0
ENSG00000138964.16	PARVG	protein_coding	chr22	44172956	44208469	+	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	OO-8	1	2	1	1	1	0	0	1	1	1	1	2	1	3	1	1	2	2	1	1	2	1	3	1	1	1	1	2
ENSG00000139211.6	AMIGO2	protein_coding	chr12	47075707	47079951	-	3	2	3	1	3	4	2	2	2	1	2	3	3	3	3	4	OO-16	2	3	0	1	2	6	4	3	2	2	3	1	1	7	2	3	2	5	4	3	3	2	2	2	2	1	6	1	4	3	2	3	1	2
ENSG00000139410.14	SDSL	protein_coding	chr12	113422237	113438276	+	3	5	5	2	4	5	4	8	4	6	4	5	3	2	4	5	5	7	4	4	3	4	3	7	4	7	4	5	2	OO-21	5	5	5	4	7	6	5	5	6	4	5	5	4	5	2	4	3	5	4	4	4
ENSG00000139679.15	LPAR6	protein_coding	chr13	48389567	48444704	-	4	3	3	3	4	2	3	2	3	3	1	5	3	2	4	4	5	3	3	3	2	2	OO-13	3	3	1	1	2	1	1	3	2	3	4	4	4	6	3	3	4	5	2	2	3	1	3	2	4	2	2	3
ENSG00000139722.6	VPS37B	protein_coding	chr12	122865328	122896444	-	12	17	11	11	14	18	13	12	15	14	14	13	11	11	11	15	17	18	12	10	9	14	10	16	15	12	13	16	4	15	15	16	16	14	14	15	13	14	11	11	16	14	11	OO-36	8	16	11	16	11	13	10
ENSG00000139737.21	SLAIN1	protein_coding	chr13	77697854	77764242	+	15	42	17	19	25	24	17	25	20	24	23	21	18	20	17	19	22	OO-63	21	24	14	28	12	40	OO-85	21	14	19	10	18	31	22	32	26	25	25	24	19	20	16	24	38	28	48	12	25	14	24	14	33	22
ENSG00000139832.4	RAB20	protein_coding	chr13	110523066	110561733	-	2	2	2	3	2	4	2	2	6	2	2	4	2	9	1	1	8	1	1	3	2	2	OO-21	3	5	4	4	2	2	5	2	2	1	3	2	2	2	2	1	1	4	3	3	5	1	7	2	1	2	2	6
ENSG00000139899.10	CBLN3	protein_coding	chr14	24426532	24430954	-	2	4	3	2	2	2	3	3	4	6	2	3	5	4	2	2	4	7	3	4	4	OO-33	3	2	5	3	5	5	2	4	4	3	4	2	11	2	5	4	3	4	4	3	3	3	3	3	3	5	3	2	3
ENSG00000140092.14	FBLN5	protein_coding	chr14	91869412	91947987	-	5	5	5	3	3	4	3	2	3	2	3	7	3	5	3	5	10	4	4	1	3	3	OO-25	4	3	3	3	3	2	2	4	4	4	5	6	6	6	3	4	4	9	8	1	3	1	5	5	4	2	2	4
ENSG00000140379.7	BCL2A1	protein_coding	chr15	79960889	79971446	-	0	2	0	0	0	0	0	1	2	0	1	0	0	4	0	0	0	0	0	2	1	0	OO-8	0	4	0	1	0	2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	2
ENSG00000140403.12	DNAJA4	protein_coding	chr15	78264157	78282196	+	48	64	42	46	63	64	40	43	73	28	44	59	28	70	59	79	71	61	61	9	15	56	23	72	145	38	37	61	25	16	92	56	51	57	48	46	39	49	51	63	37	32	25	OO-238	23	86	34	56	32	38	50
ENSG00000140416.19	TPM1	protein_coding	chr15	63042632	63071915	+	17	21	22	15	18	14	11	14	9	10	12	25	12	19	17	21	OO-63	15	17	8	9	17	48	18	11	16	13	19	6	10	25	18	16	22	21	16	20	13	17	20	22	18	8	14	8	24	17	18	9	8	14
ENSG00000140511.11	HAPLN3	protein_coding	chr15	88877288	88895626	-	1	2	2	2	2	2	2	1	2	3	2	3	3	9	2	3	6	2	3	3	2	1	OO-14	2	3	1	2	3	1	2	1	1	2	2	2	5	3	2	2	3	4	4	2	4	2	3	2	3	1	2	3
ENSG00000140519.12	RHCG	protein_coding	chr15	89471398	89496613	-	4	5	6	4	4	5	5	4	5	4	5	4	4	4	3	OO-15	6	5	3	3	3	5	2	7	4	4	6	5	2	5	4	4	5	5	OO-14	4	5	4	3	2	4	3	4	5	2	4	4	5	3	3	5
ENSG00000140836.14	ZFHX3	protein_coding	chr16	72782885	73059698	-	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	OO-5	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
ENSG00000140968.10	IRF8	protein_coding	chr16	85898803	85922609	+	1	1	1	0	1	0	1	1	1	1	1	1	1	3	1	0	1	0	1	1	0	1	OO-6	1	1	0	0	1	0	0	1	1	0	2	2	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1
ENSG00000141052.17	MYOCD	protein_coding	chr17	12665890	12768949	+	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	OO-5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0
ENSG00000141086.17	CTRL	protein_coding	chr16	67929679	67932414	-	3	4	3	2	4	4	3	3	3	4	3	3	2	2	2	3	2	3	3	2	2	3	2	4	4	2	2	3	2	2	4	3	4	3	3	5	3	OO-17	3	2	3	4	4	4	3	4	3	5	2	4	3
ENSG00000141753.6	IGFBP4	protein_coding	chr17	40443461	40457731	+	25	17	30	26	26	22	28	25	16	22	14	47	30	72	20	38	86	17	23	8	16	18	OO-250	21	25	39	21	51	13	15	49	22	16	21	26	29	23	25	18	23	51	29	18	17	15	49	24	27	9	14	37
ENSG00000141968.7	VAV1	protein_coding	chr19	6772714	6857366	+	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	1	OO-6	2	2	0	1	1	0	0	1	1	2	2	2	1	1	1	1	1	2	1	0	3	1	2	1	2	1	1	2
ENSG00000142227.10	EMP3	protein_coding	chr19	48321509	48330553	+	10	7	11	7	3	7	16	7	20	13	7	18	9	7	4	6	11	7	7	7	9	6	OO-32	9	18	8	7	8	6	10	11	7	5	6	12	9	15	8	5	7	18	11	7	8	6	10	10	8	8	6	17
ENSG00000142279.12	WTIP	protein_coding	chr19	34481638	34512304	+	2	1	2	2	2	2	2	2	2	2	1	3	2	2	1	2	OO-7	1	2	2	1	1	3	2	1	2	2	2	1	2	3	2	1	2	2	3	3	2	2	2	3	2	2	1	1	3	2	2	1	1	1
ENSG00000142347.16	MYO1F	protein_coding	chr19	8520790	8577577	-	2	2	2	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	3	1	OO-10	2	3	1	2	1	1	1	1	1	1	4	2	1	3	1	2	2	2	1	1	3	1	3	1	1	1	2	2
